id,year,month,day,hour,lat,lon,label,u200,v200,u850,v850,shear_200_850,rh600_700,t500,tcwv,sst_c,mslp_hpa,nino34_anom,romi1,romi2,amo_ssta,nao_index,qbo_30mb
AL192011,2011,11,9,12,27.9,-70.4,0,6.889189720153809,-3.725778579711914,-1.938068389892578,1.2694779634475708,10.14263642616442,74.67584228515625,264.9819641113281,46.05326843261719,25.874688720703148,1003.86,-0.98,-1.13074,1.16397,0.33,1.3602,-9.09
AL162003,2003,9,28,18,24.8,-42.6,1,12.111856460571287,13.170584678649902,-0.5060759782791138,7.442208766937256,13.85736301095136,64.7558765411377,266.377197265625,46.07039260864258,27.86324462890628,1011.249765625,0.18,0.98358,1.00544,0.66,0.01,-22.51
AL041997,1997,7,13,18,31.9,-73.0,0,2.5251007080078125,7.2312235832214355,0.3714708983898163,3.071727752685547,4.683964871892261,65.96219825744629,265.9559631347656,46.14439010620117,26.752038574218773,1014.231328125,1.27,-0.31508,0.99525,0.18,0.34,14.85
AL091992,1992,10,1,18,28.4,-70.3,0,17.78247833251953,-13.7236967086792,3.3775758743286133,-0.8796093463897705,19.299528362115947,55.68797302246094,267.1519775390625,46.31229782104492,27.603845214843773,1008.74546875,-0.5,0.66294,0.91656,-0.26,-1.76,3.94
AL172011,2011,10,3,0,26.2,-53.2,1,-8.021502494812012,-18.711727142333984,-3.7030014991760254,0.978756844997406,20.158487306954928,57.05025672912598,266.7653503417969,46.34018707275391,27.920495605468773,1018.27625,-0.71,-0.53508,0.66596,0.49,0.3935,-3.05
AL082016,2016,8,28,12,31.5,-69.6,0,-12.954444885253906,2.86348557472229,-3.3174362182617188,0.0549650155007839,10.037914314201553,45.15300750732422,268.2887878417969,46.37246322631836,28.993066406250023,1016.567578125,-0.49,0.73266,0.73873,0.78,-1.6453,10.07
AL032016,2016,6,7,18,35.5,-74.4,0,33.04779815673828,24.55992126464844,9.659127235412598,8.533929824829102,28.352466014356285,67.65808486938477,267.79278564453125,46.439453125,24.788873291015648,1000.829921875,0.02,-1.03158,1.17853,0.66,-0.4325,3.86
AL162023,2023,9,22,18,32.7,-76.1,0,-3.5282723903656006,17.60964584350586,-3.492169141769409,-0.7924566864967346,18.40213794561075,73.64074325561523,266.2169189453125,46.44040298461914,27.806268310546898,1008.16640625,1.53,-0.39358,0.56273,1.42,-0.4408,-13.58
AL082004,2004,8,30,6,33.8,-71.5,0,-2.5994975566864014,-1.5073117017745972,0.9517064690589904,8.417784690856934,10.541280208565642,61.08692359924317,266.2755432128906,46.49021530151367,27.68770751953128,1016.517109375,0.61,1.94451,2.18185,0.46,-0.48,8.74
AL012019,2019,5,20,18,28.1,-68.6,0,4.453100204467773,11.155006408691406,-1.7821301221847534,4.989872455596924,8.768521761734174,83.88425064086914,264.2846069335937,46.517208099365234,24.9858337402344,1017.60984375,0.75,0.0511,1.58709,0.37,-2.623,14.59
AL091998,1998,9,22,18,24.2,-37.1,1,1.606419563293457,18.958271026611328,-6.228053092956543,5.8927178382873535,15.234422926991744,68.85961532592773,264.94580078125,46.5342903137207,27.025811767578148,1014.04046875,-1.03,-0.29219,1.27007,0.45,-2.0,-22.12
AL082015,2015,9,9,18,30.9,-60.8,0,2.772623300552368,10.38419246673584,-1.4297990798950195,1.412353754043579,9.90728235946915,52.99932098388672,267.3970947265625,46.58177947998047,28.101190185546898,1013.03484375,1.79,-0.47748,0.561,0.71,-0.6485,12.07
AL102006,2006,9,29,12,29.2,-55.8,1,2.7934932708740234,4.336485385894775,-4.416710376739502,1.809152722358704,7.640317207566432,62.818939208984375,266.2467956542969,46.59026336669922,26.643853759765648,1016.741640625,0.53,-2.07942,2.08247,0.63,-1.6219,10.2
AL062011,2011,8,13,12,38.6,-59.0,0,14.993874549865724,10.6760835647583,5.378501892089844,2.2633001804351807,12.77616200662183,63.02330017089844,266.2022705078125,46.60849380493164,25.423852539062523,1014.613359375,-0.42,0.62934,0.66402,0.44,-1.3475,-0.49
AL022006,2006,7,17,18,41.1,-63.7,0,13.984169006347656,12.069584846496582,5.149104118347168,8.13953971862793,9.669727311680678,70.60919570922852,265.54833984375,46.61627197265625,21.234643554687523,1016.33984375,-0.01,-0.23562,0.56694,0.63,0.9024,10.75
AL132012,2012,9,4,18,27.1,-43.7,1,5.4159979820251465,1.9335570335388184,-0.9922272562980652,1.7216269969940186,6.41172870959716,62.70584678649902,265.8637084960937,46.69325637817383,28.170587158203148,1016.054375,0.44,-0.23282,0.9906,0.81,-0.5861,-26.6
AL102007,2007,9,21,12,29.1,-85.4,0,-3.419715166091919,2.319727897644043,-1.936700820922852,4.483639717102051,2.623327259486949,60.95063781738281,266.5299377441406,46.72026062011719,29.132867431640648,1010.059375,-0.86,-1.60327,1.62416,0.39,0.7213,-28.13
AL101993,1993,9,29,18,30.0,-63.2,0,-8.122963905334473,8.942048072814941,-2.533530235290528,4.55531644821167,7.105292611716662,70.76970291137695,265.12548828125,46.780181884765625,27.641046142578148,1015.213125,0.24,-0.32522,0.42463,-0.09,-0.57,-1.14
AL051997,1997,7,17,6,27.9,-92.0,1,8.734895706176758,-2.944080352783203,0.4121849536895752,2.9377362728118896,10.19133362650309,58.7465877532959,266.9879150390625,46.81436920166016,29.770196533203148,1014.744296875,1.27,-0.30746,0.47756,0.18,0.34,14.85
AL052023,2023,7,21,18,36.2,-47.0,1,-9.26386547088623,2.7092716693878174,-2.2111003398895264,4.110192775726318,7.190554633627899,62.85675048828125,266.40655517578125,46.876224517822266,24.65621337890628,1016.066015625,1.07,-0.86292,0.98653,1.45,-2.1746,-5.96
AL032002,2002,8,8,0,29.7,-75.3,0,7.908125877380371,-4.243641376495361,0.6623417735099792,-0.0766189470887184,8.358556287247152,51.46416091918945,267.5878295898437,46.989742279052734,28.536523437500023,1009.836796875,0.66,-0.67882,2.04799,0.22,0.38,10.6
AL012002,2002,7,16,0,37.9,-65.1,0,27.07918167114257,9.542012214660645,8.99897575378418,2.644276857376098,19.351294506394527,65.71122741699219,266.8086242675781,47.02091979980469,25.52340087890628,1009.959453125,0.58,0.00797,1.13634,-0.02,0.62,10.05
AL112011,2011,8,28,6,29.8,-65.5,0,-19.970457077026367,-11.403887748718262,-0.3767269551753998,5.940933704376221,26.16786371348752,54.83964920043945,267.01275634765625,47.02357482910156,28.655633544921898,1013.049765625,-0.42,0.20775,0.32357,0.44,-1.3475,-0.49
AL082012,2012,8,17,6,34.6,-49.1,1,12.533136367797852,0.0377333499491214,6.972581386566162,-0.4130454063415527,5.578796750771937,61.71145057678223,266.0030517578125,47.08019256591797,27.059014892578148,1014.14,0.68,0.90646,1.16994,0.74,-0.9832,-27.93
AL011997,1997,6,1,18,35.5,-74.1,0,8.906377792358398,15.21006679534912,4.401477336883545,10.336132049560549,6.636969792001669,79.01459884643555,264.02398681640625,47.266212463378906,21.551873779296898,1011.357421875,0.81,-1.72709,2.22447,0.05,-1.47,14.5
AL172021,2021,9,21,0,18.8,-35.3,0,6.55391263961792,6.650137424468994,-2.572255849838257,4.873963356018066,9.297405316505264,56.04777526855469,267.9085693359375,47.38219451904297,27.09639892578128,1013.455234375,-0.27,-0.34212,0.45071,0.83,-0.2137,-16.56
AL112018,2018,9,21,18,12.9,-52.5,0,10.15464687347412,0.3714933097362518,-3.346729755401612,3.2396047115325928,13.802653146691256,55.74052429199219,267.6927490234375,47.59127426147461,28.29390869140628,1011.216484375,0.33,0.31195,0.31243,0.61,1.6736,-9.91
AL172007,2007,12,11,18,18.5,-68.4,0,12.833043098449709,1.5195859670639038,-8.054451942443848,2.2248759269714355,20.89939910645517,72.51215362548828,265.5585632324219,47.65241241455078,27.401879882812523,1011.793046875,-1.18,3.16926,3.16939,0.45,0.3436,-19.48
AL211995,1995,10,28,12,27.2,-55.7,1,5.351317882537842,7.204067230224609,-1.8272788524627688,1.3492106199264526,9.263454917627302,69.60791397094727,267.0919494628906,47.675140380859375,26.41573486328128,1007.189921875,-0.94,0.33249,0.49192,0.28,0.19,3.43
AL071992,1992,9,25,12,35.9,-75.2,0,6.323635578155518,8.011129379272461,-3.565506219863892,4.8134613037109375,10.393276991536398,75.14338302612305,264.19586181640625,47.780067443847656,25.170068359375023,1019.016796875,-0.16,1.29379,1.38574,-0.33,-0.44,1.3
AL132013,2013,10,22,12,29.4,-52.4,0,6.771766185760498,-0.4768978953361511,2.762540340423584,0.8557295203208923,4.224900911012974,62.33329963684082,266.5997009277344,47.79650115966797,26.90035400390628,1014.663984375,-0.15,0.77212,0.77574,0.78,-1.2801,11.69
AL051993,1993,8,25,18,28.2,-60.4,1,3.3804969787597656,-0.2310454100370407,-0.4788740277290344,2.9917829036712646,5.028057965593305,66.87626266479492,265.4491271972656,47.87095260620117,28.326562500000023,1020.562578125,-0.04,0.78766,0.79297,-0.14,0.12,-1.2
AL082019,2019,9,8,18,34.5,-49.3,0,-3.9126949310302734,14.383524894714355,1.8573702573776243,4.248424053192139,11.66250064721546,62.957258224487305,267.1524353027344,47.889381408691406,27.966210937500023,1015.326796875,-0.01,-0.87061,0.93529,0.69,-0.1641,8.25
AL032006,2006,7,19,18,35.9,-73.5,0,-1.553648591041565,8.655065536499023,-0.4961570203304291,2.0668740272521973,6.672522445420253,66.97344779968262,266.2055358886719,48.07501220703125,26.686090087890648,1017.908046875,-0.01,-0.0697,0.59567,0.63,0.9024,10.75
AL101991,1991,10,24,12,13.4,-42.3,0,11.54451847076416,-1.4917452335357666,-8.032894134521484,2.04697060585022,19.89466245276653,70.67477798461914,266.0592956542969,48.135066986083984,27.578942871093773,1014.699765625,0.64,-0.1316,0.49277,-0.13,-0.19,-12.21
AL202011,2011,9,1,12,37.4,-63.7,0,8.855362892150879,5.007632255554199,-2.4164626598358154,2.481068849563598,11.55151825168064,73.10443115234375,265.2867736816406,48.14625549316406,27.217553710937523,1015.452890625,-0.67,0.24436,0.35154,0.43,0.536,-2.3
AL062017,2017,7,31,14,27.5,-82.7,0,6.324981212615967,-4.695266246795654,4.078488349914551,1.493509292602539,6.583894961132187,59.790340423583984,266.7017517089844,48.20806121826172,29.9038024902344,1014.601328125,0.28,0.74023,1.29484,0.75,1.2556,-10.48
AL102021,2021,8,30,12,21.3,-50.8,0,18.970115661621094,-8.000157356262207,-0.8220503926277161,5.5840277671813965,24.005414443140644,56.98371887207031,266.94219970703125,48.21245956420898,27.978417968750023,1012.666015625,-0.28,-0.35737,1.12255,0.69,-0.2825,-13.82
AL032008,2008,7,21,12,36.2,-73.2,0,7.097522735595703,2.536393165588379,6.169553756713867,2.8999176025390625,0.996632551157802,67.00098991394043,267.5255432128906,48.21711730957031,27.013604736328148,1011.80953125,-0.27,1.16245,1.24269,0.51,-1.2741,13.27
AL132018,2018,10,2,6,31.9,-55.4,1,0.0167238283902406,-2.08719253540039,-2.874159812927246,-2.7057015895843506,2.9563087926914178,72.78348159790039,266.1033630371094,48.28132629394531,25.7492614746094,1000.452109375,0.86,1.57192,1.76495,0.56,0.9345,-2.79
AL052018,2018,8,16,12,41.5,-43.8,0,5.528034210205078,2.721036672592163,4.204957485198975,6.164202690124512,3.688620913640008,72.91214752197266,265.3792419433594,48.29733276367188,25.267480468750023,1017.858671875,0.28,0.35798,0.38758,0.54,1.967,-20.41
AL102001,2001,9,22,12,27.9,-66.3,1,-2.017815351486206,8.81340503692627,-5.752479553222656,3.708578109741211,6.325106691293469,70.69089889526367,266.4184875488281,48.33105850219727,28.633660888671898,1014.872421875,-0.19,0.36959,0.86731,0.52,-0.65,-14.29
AL121998,1998,10,8,12,26.9,-40.1,1,7.713143825531006,19.265300750732425,5.425992012023926,10.069501876831056,9.475958017386652,69.28740692138672,266.3346862792969,48.36494827270508,26.489648437500023,1010.490625,-1.34,-0.74261,0.75189,0.48,-0.29,-18.77
AL112012,2012,8,29,12,24.6,-46.3,1,3.403160095214844,5.360665798187256,-5.036087512969971,1.9686843156814573,9.095407553810624,49.46206092834473,266.7221984863281,48.38720703125,27.706414794921898,1015.978125,0.68,0.32075,0.88819,0.74,-0.9832,-27.93
AL082001,2001,9,16,0,30.4,-77.9,1,10.726682662963867,18.501611709594727,-1.3078218698501587,-2.682432174682617,24.363764377478898,70.32116317749023,267.21044921875,48.43153762817383,27.487908935546898,1006.250078125,-0.19,1.16567,1.16568,0.52,-0.65,-14.29
AL052007,2007,8,19,6,35.6,-98.8,0,8.308362007141113,-3.533225774765014,0.4529785215854645,12.118351936340332,17.512250984722385,71.96944427490234,269.4240417480469,48.43545913696289,28.514123535156273,1010.9825,-0.58,0.2189,0.22387,0.19,-0.139,-27.41
AL132008,2008,10,7,0,19.7,-95.2,0,0.2746587991714477,2.612254858016968,-3.342660903930664,1.6431984901428225,3.744872772013514,69.88706970214844,267.760009765625,48.57062530517578,28.271264648437523,1010.18421875,-0.2,0.84664,1.2028,0.5,-0.0434,11.05
AL021994,1994,7,20,12,33.0,-79.1,0,2.500056028366089,-0.2642081975936889,0.1584277302026748,5.177556037902832,5.924189487304464,70.14881896972656,264.9912414550781,48.63871383666992,28.328454589843773,1019.315,-0.01,-0.03033,0.64575,-0.17,1.31,-28.65
AL022002,2002,8,5,0,29.3,-89.2,0,-2.4721975326538086,6.487969398498535,-4.101572513580322,0.3309276401996612,6.368989405070899,62.65648651123047,267.50701904296875,48.64533615112305,29.89205322265628,1014.939609375,0.66,-0.08176,1.55025,0.22,0.38,10.6
AL052003,2003,7,17,18,35.3,-56.6,1,-2.214890241622925,3.6413321495056152,1.3474870920181274,3.923176288604736,3.5735092536586577,73.41703033447266,265.2056884765625,48.72510528564453,26.844598388671898,1022.365078125,0.04,-0.62289,1.04408,0.42,0.13,-22.99
AL061991,1991,9,5,12,26.2,-56.0,1,-3.7719452381134033,-3.496293783187866,-1.8910006284713743,-1.0533936023712158,3.083133782043106,49.98837661743164,267.580810546875,48.76858901977539,28.35640869140628,1015.872734375,0.31,-0.58561,0.5926,0.06,0.48,-13.96
AL112005,2005,8,23,3,19.7,-96.4,0,-3.849511384963989,-3.3739805221557617,-3.8293421268463135,0.0042805909179151,3.378321320875031,85.30565643310547,268.2125244140625,48.81032180786133,29.65938720703128,1012.093359375,0.06,0.99021,0.99621,0.74,0.37,-25.87
AL052001,2001,8,27,18,40.6,-59.4,0,6.768962383270264,12.241456985473633,5.679869651794434,6.325187683105469,6.015676639904888,65.37527465820312,266.4419860839844,48.82542419433594,24.009637451171898,1011.321328125,-0.09,0.67229,1.04197,0.45,-0.07,-21.67
AL052008,2008,8,5,6,29.0,-92.9,0,-0.3458022475242615,2.100724458694458,-5.364809036254883,4.63584041595459,5.622921132479009,60.555593490600586,267.4095458984375,48.850982666015625,29.369409179687523,1012.851953125,-0.07,-1.00221,1.00425,0.49,-1.1602,11.63
AL081991,1991,9,10,12,34.7,-46.1,0,19.786453247070312,3.1811022758483887,11.0234956741333,6.597477436065674,9.405373180286032,64.20813369750977,266.2054748535156,48.93532180786133,25.595483398437523,1014.927265625,0.31,-0.73259,0.86051,0.06,0.48,-13.96
AL052002,2002,9,3,12,30.4,-78.4,0,10.395746231079102,-5.131533145904541,-3.0592293739318848,0.3120785057544708,14.514450604329417,66.38412094116211,266.865966796875,49.03157806396485,28.485772705078148,1015.425625,0.85,0.42154,0.4615,0.26,-0.7,8.9
AL072003,2003,7,26,0,30.7,-80.8,0,4.824682712554932,8.203248023986816,-2.861738443374634,1.8555749654769893,9.9686520374649,73.45827865600586,265.2281494140625,49.09376525878906,28.4291931152344,1021.9390625,0.04,-1.08114,1.08378,0.42,0.13,-22.99
AL042006,2006,8,2,6,18.5,-62.2,0,-0.7385087013244629,-2.525094985961914,-4.737937450408936,2.754977226257324,6.623789918562722,66.09604263305664,267.9751892089844,49.23910140991211,28.27071533203128,1016.583671875,0.33,-0.01383,0.77358,0.69,-1.7264,9.1
AL012022,2022,6,5,18,31.0,-72.5,0,16.042522430419922,7.876572608947754,3.1325390338897705,5.99140214920044,13.046897675730737,73.22144317626953,267.1107482910156,49.25681686401367,25.686914062500023,1004.28609375,-0.68,-0.04442,0.76541,0.57,-0.118,-3.78
AL082007,2007,9,14,12,15.3,-49.9,0,5.975131988525391,2.4387450218200684,-1.8518494367599487,1.3198238611221311,7.906555684722605,67.4644546508789,267.4012756347656,49.299949645996094,27.993035888671898,1012.288984375,-0.86,-1.16716,1.37278,0.39,0.7213,-28.13
AL062000,2000,8,18,12,16.2,-55.4,0,-3.31423282623291,2.241618633270264,-3.5114991664886475,1.3521840572357178,0.9110476793470498,63.51291847229004,266.974853515625,49.350494384765625,27.98360595703128,1014.588671875,-0.51,-1.26315,2.27045,0.22,-0.29,-15.31
AL072005,2005,7,25,0,21.8,-97.6,0,-5.012124061584473,-0.8247125148773193,-6.102238178253174,2.237903594970703,3.250840848712994,83.03620529174805,269.0315246582031,49.470176696777344,28.660180664062523,1013.0584375,0.08,-1.3405,1.74352,0.74,-0.51,-24.2
AL012001,2001,6,5,18,28.5,-95.3,0,3.6892573833465576,14.016942024230955,-4.675264835357666,6.6869330406188965,11.121792285734802,70.33730697631836,266.6705627441406,49.50607299804688,26.438592529296898,1009.707109375,-0.16,0.87922,0.90039,0.32,-0.2,-23.31
AL122016,2016,9,25,6,35.8,-55.1,0,18.584903717041016,14.44721221923828,13.586553573608398,5.943729400634766,9.863707426857207,59.55680084228516,268.81622314453125,49.51272964477539,26.446923828125023,1000.4284375,-0.43,-0.90703,0.90807,0.78,0.611,10.48
AL062001,2001,9,8,0,26.0,-58.3,1,-3.293628454208374,7.349991321563721,-1.659417986869812,2.539027214050293,5.080946712507561,67.78701972961426,266.3922424316406,49.54393768310547,28.666589355468773,1014.3025,-0.19,1.0084,1.18808,0.52,-0.65,-14.29
AL021997,1997,7,1,12,31.7,-74.6,0,8.147712707519531,-11.047142028808594,1.5012115240097046,1.5674740076065063,14.258489251269872,73.31087493896484,266.1064147949219,49.81782913208008,26.79000244140628,1013.17375,1.27,0.78001,1.55212,0.18,0.34,14.85
AL112022,2022,9,28,0,14.5,-34.3,0,0.0855105444788932,4.792116641998291,1.232876896858215,2.2213711738586426,2.8151699430998427,66.47610664367676,267.92498779296875,49.89021682739258,27.831201171875023,1012.640390625,-0.93,-0.43204,0.67525,0.99,-1.6105,9.8
AL071993,1993,9,8,18,33.2,-69.2,1,10.4725923538208,12.359282493591309,2.185046434402466,8.656020164489746,9.07731068349047,69.23450088500977,267.2120361328125,49.91989517211914,26.911187744140648,1014.69453125,0.24,0.21125,0.28623,-0.09,-0.57,-1.14
AL162012,2012,10,12,0,25.5,-72.4,0,4.057460784912109,9.023500442504885,-2.9897549152374268,-1.728760004043579,12.85590735167474,59.534141540527344,266.989013671875,49.94784164428711,28.367089843750023,1013.77890625,0.36,1.1606,1.33087,0.76,-2.062,-24.51
AL122020,2020,8,15,6,38.4,-69.1,0,15.196240425109863,4.713439464569092,4.000026702880859,2.9500763416290283,11.334224773542037,71.2088394165039,267.1163635253906,49.9664421081543,26.5900817871094,1010.9640625,-0.52,-0.90466,1.12184,0.87,0.1217,4.78
AL142007,2007,9,29,6,14.5,-27.4,0,3.718316078186035,1.011826753616333,-3.405703067779541,3.0496554374694824,7.409749964527734,62.41661071777344,267.0367126464844,50.01457595825195,27.3915954589844,1012.860703125,-0.86,-1.38085,1.42157,0.39,0.7213,-28.13
AL012013,2013,6,6,12,27.8,-84.9,0,6.670310974121094,15.836524963378906,1.4495240449905396,6.182895660400391,10.97493393504972,81.10219192504883,267.1473388671875,50.35720443725586,26.806756591796898,1007.104609375,-0.34,-0.32187,0.58519,0.33,0.5208,13.38
AL072014,2014,10,11,6,26.0,-65.0,1,-6.15031099319458,19.128841400146484,-1.526617169380188,1.4326066970825195,18.2903052801834,64.86945343017578,268.1158752441406,50.425048828125,28.369653320312523,1006.818203125,0.43,-0.12287,0.3219,0.72,-1.2706,-23.86
AL112023,2023,9,1,0,31.6,-52.5,0,0.0726879760622978,-3.1343374252319336,0.7933499813079834,6.841142177581787,10.001477242485596,49.256343841552734,269.4890441894531,50.53083419799805,28.596002197265648,1013.46421875,1.53,0.13802,0.53868,1.42,-0.4408,-13.58
AL022004,2004,8,11,18,26.4,-89.6,0,8.378666877746582,-0.0436291024088859,2.855375051498413,2.5863707065582275,6.117487359452971,57.6953067779541,267.4075622558594,50.53968048095703,29.946221923828148,1013.778125,0.61,-1.10917,1.10973,0.46,-0.48,8.74
AL111996,1996,10,11,18,16.9,-87.1,0,2.3607335090637207,4.1747727394104,-1.4914816617965698,-4.008121013641357,9.044297203008073,82.65770721435547,267.65899658203125,50.54264450073242,28.70382080078128,1012.631640625,-0.55,0.4046,0.40634,-0.03,-0.33,-23.4
AL091993,1993,9,19,18,29.3,-61.1,1,7.9182047843933105,11.540504455566406,1.6499207019805908,4.347100734710693,9.541301925264156,69.92505645751953,267.5749206542969,50.649192810058594,27.7585388183594,1008.762421875,0.24,0.01776,0.19318,-0.09,-0.57,-1.14
AL032019,2019,7,23,6,26.9,-79.6,0,4.0306830406188965,2.624529361724853,-0.1743908077478408,5.449142456054688,5.065677171205978,64.92217636108398,266.62255859375,50.67694091796875,29.694146728515648,1015.5215625,0.42,0.46106,0.46425,0.66,-1.4255,10.96
AL032018,2018,7,9,12,32.2,-74.6,1,-1.0218398571014404,0.6242989897727966,0.4294551610946655,-0.3769909739494324,1.7631899560999371,65.07640647888184,266.9569702148437,50.71260833740234,27.751245117187523,1017.972734375,0.22,-0.17113,0.90161,0.39,1.3893,-29.1
AL012014,2014,7,2,0,27.9,-79.2,1,1.637718915939331,-1.5583417415618896,-1.241785168647766,3.148016929626465,5.517368549863567,66.50867462158203,267.0932312011719,50.717918395996094,28.388482666015648,1012.315859375,-0.03,-0.56142,0.56217,0.48,0.1754,-19.29
AL092005,2005,8,14,0,31.6,-69.9,1,-3.5658328533172607,1.5581154823303225,-0.5342162251472473,3.2590017318725586,3.47616360576984,58.1938591003418,268.5826416015625,50.82136535644531,27.870660400390648,1014.433515625,0.06,0.24349,0.78144,0.74,0.37,-25.87
AL092014,2014,10,27,6,15.0,-82.4,0,0.6380103230476379,-2.9166550636291504,-0.8939825892448425,-2.335856914520264,1.6383921305117113,68.00315475463867,267.6952819824219,50.91681289672852,28.88790283203128,1010.34,0.43,-0.4103,0.4103,0.72,-1.2706,-23.86
AL022020,2020,5,27,12,32.6,-79.5,0,-2.033785343170166,15.285548210144045,-3.2984468936920166,6.515689849853516,8.860574727235587,82.50487518310547,265.63848876953125,50.97712326049805,25.526788330078148,1015.7690625,-0.21,-0.51042,0.60642,0.65,-0.4098,-4.86
AL082014,2014,10,12,12,16.4,-57.9,1,-3.57388973236084,-2.2691361904144287,-6.360719680786133,0.0880694687366485,3.6500465313436736,65.73932456970215,266.3033752441406,50.98443984985352,28.69405517578128,1013.7025,0.43,0.23189,0.38688,0.72,-1.2706,-23.86
AL102005,2005,8,13,18,13.8,-44.7,0,-2.595132112503052,7.962850093841553,-3.412459373474121,1.3980129957199097,6.615520385910746,68.14640998840332,267.0831604003906,51.07804489135742,28.3000427246094,1012.061171875,0.06,0.02977,0.81353,0.74,0.37,-25.87
AL172022,2022,11,9,6,26.8,-75.3,1,3.919914484024048,2.140573263168335,-6.761506080627441,-3.03436017036438,11.868979792739324,77.74755477905273,266.96044921875,51.11284255981445,27.177789306640648,1005.502109375,-0.93,0.65914,0.88638,0.83,0.6922,12.45
AL072004,2004,8,28,12,31.3,-78.5,1,3.987127304077149,2.337763786315918,-1.3698480129241943,0.8842609524726868,5.550662576211234,75.01550674438477,266.2674865722656,51.163551330566406,28.548669433593773,1015.195625,0.61,1.8237,2.24718,0.46,-0.48,8.74
AL012018,2018,5,28,0,28.2,-85.8,0,-4.966124057769775,5.991804122924805,-2.171907901763916,0.944573938846588,5.769070675382161,80.31486129760742,266.6054382324219,51.21483612060547,26.655114746093773,1005.203359375,-0.11,0.42921,1.6835,0.33,2.1208,-24.23
AL082011,2011,8,20,17,17.0,-88.3,0,-7.564632892608643,-3.8652327060699454,-3.5979549884796143,1.1127378940582275,6.365117822228109,74.40308380126953,268.0765686035156,51.23870849609375,29.499658203125023,1010.9440625,-0.42,0.25007,0.28402,0.44,-1.3475,-0.49
AL072011,2011,8,15,12,31.6,-63.2,0,2.6080448627471924,3.5074710845947266,3.1120805740356445,5.077147483825684,1.6486163885381944,64.48979187011719,267.0354309082031,51.28777313232422,28.1809020996094,1014.2865625,-0.42,0.59631,0.6467,0.44,-1.3475,-0.49
AL132005,2005,8,31,12,29.0,-50.4,0,6.934735298156738,1.1430487632751465,0.9424271583557128,9.141583442687988,9.994214019126042,79.28501892089844,266.6307373046875,51.30559539794922,27.347344970703148,1015.514140625,0.06,1.09223,1.09761,0.74,0.37,-25.87
AL072012,2012,8,17,18,20.3,-95.9,0,-2.280861616134644,0.4702128767967224,-1.4766861200332642,2.9750747680664062,2.6307853053537147,80.09971237182617,267.442626953125,51.36141204833984,29.314355468750023,1014.1584375,0.68,0.90646,1.16994,0.74,-0.9832,-27.93
AL172019,2019,10,26,0,27.0,-92.5,0,10.565821647644045,16.481386184692383,2.168733835220337,3.572312593460083,15.399846256161323,75.03468704223633,267.71630859375,51.451507568359375,27.400018310546898,1008.898984375,0.52,-0.36729,0.85504,0.66,-1.4134,7.27
AL031991,1991,8,16,18,26.4,-75.8,1,-5.441149711608887,-0.2851831912994385,-0.5952595472335815,1.4299918413162231,5.140474382554343,66.81832504272461,266.6354064941406,51.48787689208984,28.959649658203148,1015.866015625,0.6,-0.5296,0.62297,-0.02,1.23,-14.69
AL031997,1997,7,11,12,31.8,-68.9,1,4.703506946563721,8.639689445495605,3.831193447113037,5.108802795410156,3.6370443188220216,79.25092697143555,265.62860107421875,51.51673126220703,26.2744079589844,1020.261796875,1.27,-0.30043,1.25399,0.18,0.34,14.85
AL021992,1992,6,25,18,25.7,-85.5,0,9.876331329345703,8.336867332458496,1.9585156440734863,4.0166215896606445,9.019774304499292,56.1636962890625,268.2976379394531,51.52511978149414,28.893426513671898,1010.872578125,0.42,-1.38829,1.4376,-0.1,0.2,-15.34
AL082013,2013,9,6,12,22.4,-97.4,0,-0.5991394519805908,-4.80300235748291,-3.791045665740967,1.220529079437256,6.81697852783824,86.28082275390625,268.1120910644531,51.58293533325195,29.84322509765628,1014.19265625,0.05,0.75832,0.9539,0.61,0.2406,13.12
AL091991,1991,10,15,18,21.2,-83.1,0,4.264911651611328,12.062250137329102,0.7703471779823303,5.506124973297119,7.429317467089645,70.00318908691406,266.7593078613281,51.5884017944336,28.958886718750023,1008.916328125,0.64,0.94879,1.25249,-0.13,-0.19,-12.21
AL022011,2011,7,18,18,27.8,-77.1,0,0.1003598645329475,-1.429720759391785,1.0546224117279053,2.8125805854797363,4.348302853950921,71.53546905517578,266.7367553710937,51.74763870239258,28.651025390625023,1015.61828125,-0.19,0.41666,0.52731,0.38,-1.5122,0.44
AL032014,2014,8,3,14,21.8,-71.9,1,-1.889643907546997,-0.8794640898704529,-4.9758830070495605,7.820488929748535,9.231145883522585,70.45605850219727,266.5459899902344,51.78226089477539,28.77022705078128,1016.8296875,-0.01,1.05328,1.07459,0.59,-1.6815,-21.64
AL091994,1994,9,27,12,13.8,-20.8,0,-0.4192019999027252,6.866075038909912,-1.1354000568389893,1.681810975074768,5.233501078659654,75.43814849853516,267.6788635253906,51.782936096191406,27.795098876953148,1012.73859375,0.28,0.63424,1.05768,-0.18,-1.32,-19.07
AL132021,2021,9,9,1,29.7,-85.1,0,8.802549362182617,11.80789566040039,6.383049011230469,4.235717296600342,7.949331237372057,77.39309310913086,266.6737365722656,51.80879592895508,28.922692871093773,1012.170546875,-0.27,-1.09279,1.33488,0.83,-0.2137,-16.56
