id,year,month,day,hour,lat,lon,label,u200,v200,u850,v850,shear_200_850,rh600_700,t500,tcwv,sst_c,mslp_hpa,nino34_anom,romi1,romi2,amo_ssta,nao_index,qbo_30mb
AL012006,2006,6,12,12,26.8,-86.3,0,12.697651863098145,11.221773147583008,-0.0214742179960012,6.117521286010742,13.705092313922345,67.84931945800781,267.66424560546875,51.87116241455078,27.375268554687523,1008.453515625,0.08,0.50661,0.57681,0.59,0.8412,11.47
AL082005,2005,8,4,18,32.0,-62.1,0,8.788090705871582,8.049818992614746,4.9757585525512695,0.2354388684034347,8.694734796007793,72.58452987670898,267.7893981933594,51.88303756713867,27.62056884765628,1012.0090625,0.06,-1.32107,1.50196,0.74,0.37,-25.87
AL072020,2020,7,23,6,9.7,-46.6,0,-3.682586669921875,-2.236368656158448,-2.2279231548309326,0.7604091763496399,3.3311744654924045,69.41202163696289,267.13018798828125,51.892677307128906,28.472985839843773,1011.866875,-0.14,0.46895,0.56874,0.84,-1.2262,0.34
AL062005,2005,7,23,12,29.2,-75.4,0,-0.3312884569168091,-2.374751567840576,3.730180740356445,3.0876331329345703,6.806847923941143,62.819854736328125,266.98583984375,51.96278762817383,29.13253173828128,1015.80515625,0.08,-1.00815,1.44204,0.74,-0.51,-24.2
AL032000,2000,8,5,0,13.2,-26.7,1,-7.624115467071533,-1.0567495822906494,-0.4085791110992431,2.79683518409729,8.180102716720315,71.02508926391602,267.0354309082031,52.06730651855469,26.806207275390648,1012.937734375,-0.51,1.30063,1.32632,0.22,-0.29,-15.31
AL162024,2024,10,19,0,21.0,-66.5,1,-10.402230262756348,0.7407205104827881,-8.31700611114502,1.2969098091125488,2.158125644714285,56.31120300292969,268.3945617675781,52.125633239746094,30.099755859375023,1014.51453125,-0.28,-1.57517,1.584,1.25,-0.375,11.64
AL041993,1993,8,16,12,17.3,-69.3,0,1.3024234771728516,10.684995651245115,-7.405392169952393,2.8350155353546143,11.72383218765074,69.82111358642578,267.1621398925781,52.166969299316406,27.916833496093773,1014.735546875,-0.04,-0.15039,0.63275,-0.14,0.12,-1.2
AL082000,2000,9,2,6,16.2,-49.5,0,-4.690986633300781,8.973970413208008,-8.46535587310791,2.7750167846679688,7.257609058580654,65.24542617797852,267.4024963378906,52.21770095825195,27.487451171875023,1010.750078125,-0.52,-1.33115,1.9024,0.25,-0.21,-15.52
AL052006,2006,8,23,12,16.7,-31.0,0,-5.4319353103637695,-0.8965648412704468,-5.084384441375732,2.3799798488616943,3.2949259040177927,71.42552185058594,266.9818420410156,52.23427200317383,26.896112060546898,1014.271484375,0.33,0.77399,0.96473,0.69,-1.7264,9.1
AL141995,1995,9,11,6,22.6,-52.2,0,-7.121838092803955,12.494970321655272,-7.25570011138916,3.5480124950408936,8.947959174651839,60.83730697631836,268.07818603515625,52.25655364990234,27.996148681640648,1015.152890625,-0.66,-0.82854,0.94882,0.19,0.31,6.98
AL112001,2001,10,5,18,15.5,-66.0,1,-10.398612022399902,4.433180332183838,-8.64544677734375,6.140795707702637,2.4473533964634138,65.98208236694336,267.1730041503906,52.25771713256836,29.030206298828148,1012.83171875,-0.25,-1.21841,1.68729,0.47,-0.24,-10.81
AL062019,2019,8,27,18,31.3,-71.6,0,2.573338031768799,-5.468255043029785,1.4551728963851929,4.377053260803223,9.90860176147526,62.8933162689209,269.4037475585937,52.33528137207031,28.771020507812523,1011.416953125,0.15,0.03318,0.64099,0.74,-1.1684,9.97
AL052019,2019,8,27,18,15.0,-62.0,1,-8.622387886047363,6.321020126342773,-4.528793811798096,3.354189157485962,5.05565015032652,63.19014549255371,267.4905090332031,52.46953582763672,29.009332275390648,1012.767578125,0.15,0.03318,0.64099,0.74,-1.1684,9.97
AL022009,2009,8,12,12,14.4,-33.3,0,-10.2338285446167,-0.4887386858463287,-2.603400468826294,-1.203870177268982,7.663866235121465,67.32190322875977,267.5855712890625,52.52519989013672,27.4001403808594,1013.089375,0.69,1.79674,1.94402,0.4,-0.1938,-14.45
AL092000,2000,9,8,21,28.0,-93.5,0,-4.86777400970459,18.845109939575195,-3.061854600906372,6.249353408813477,12.724560011776465,66.52877426147461,267.7449951171875,52.5708122253418,29.584649658203148,1010.026171875,-0.52,-0.32273,1.23988,0.25,-0.21,-15.52
AL152016,2016,10,5,18,25.1,-63.3,1,-4.317203998565674,-5.061604499816895,-1.8918427228927608,4.420255184173584,9.78713647521162,75.41110229492188,267.4382629394531,52.57878112792969,28.693048095703148,1014.54671875,-0.7,-1.09236,1.17763,0.77,0.4113,12.83
AL122015,2015,11,10,0,26.4,-76.2,1,-3.294694900512696,9.3883638381958,-0.6012409925460815,3.877694606781006,6.1336913300558535,72.4210319519043,267.06475830078125,52.62458801269531,27.854882812500023,1016.277109375,2.72,0.29189,1.22645,0.63,1.7438,12.79
AL091997,1997,10,15,12,20.6,-68.0,0,17.78611946105957,21.33502960205078,-0.7955601811408997,-1.389792799949646,29.35466524298698,78.33710861206055,267.9005432128906,52.641849517822266,28.01436767578128,1004.5690625,1.96,0.76427,0.92397,0.36,-1.7,9.91
AL082006,2006,9,12,0,21.8,-57.6,1,0.8980672955513,6.932873249053955,-2.2170419692993164,2.0673046112060547,5.777340556135428,74.3075942993164,266.9450378417969,52.64382553100586,28.887384033203148,1014.66796875,0.53,0.74734,0.8976,0.63,-1.6219,10.2
AL062014,2014,9,13,12,21.4,-46.4,1,-5.436533451080322,8.801590919494629,-7.091332912445068,2.023041248321533,6.97761398343975,71.61270523071289,267.2861633300781,52.6679573059082,27.909844970703148,1013.704921875,0.31,-0.49507,0.62644,0.6,1.6163,-23.24
AL032023,2023,6,22,6,13.5,-55.9,0,-5.776247501373291,3.1802432537078857,-11.575275421142578,2.7584519386291504,5.814347145444581,69.71595764160156,267.8302307128906,52.66893005371094,28.710137939453148,1011.133671875,0.88,0.40252,0.40417,1.27,-0.5784,0.72
AL082021,2021,8,20,12,30.1,-73.6,1,-1.1592047214508057,-4.252523422241211,0.2573843896389007,5.056390762329102,9.416082412837746,69.01835632324219,267.93853759765625,52.73582458496094,29.049462890625023,1012.414375,-0.28,0.87862,1.19157,0.69,-0.2825,-13.82
AL092015,2015,9,17,6,15.6,-45.0,0,6.085971832275391,3.0133867263793945,-1.4356038570404053,2.463674306869507,7.541636731789048,63.08219528198242,268.2706604003906,52.7581672668457,27.934869384765648,1009.435078125,1.79,-0.29016,0.77202,0.71,-0.6485,12.07
AL102012,2012,8,23,12,14.8,-41.1,0,-4.755696296691895,1.8652750253677368,-6.001605033874512,2.431664228439331,1.3686070695214383,74.13897705078125,267.6561584472656,52.774261474609375,27.517205810546898,1012.865078125,0.68,0.86838,0.93768,0.74,-0.9832,-27.93
AL041991,1991,8,24,18,14.9,-23.9,0,-6.685529708862305,2.370100259780884,-3.6792843341827393,1.458130121231079,3.1415284156583447,81.25511932373047,267.0697937011719,52.82350158691406,26.107232666015648,1012.87703125,0.6,-0.24645,0.47405,-0.02,1.23,-14.69
AL121999,1999,10,6,0,14.4,-44.8,0,-2.833961009979248,5.970839500427246,-1.4781075716018677,2.195359468460083,4.011556807293465,78.28019714355469,267.3258361816406,52.88921356201172,28.187127685546898,1012.17703125,-1.19,1.00927,1.0161,0.25,0.2,10.62
AL022007,2007,6,2,0,24.3,-85.2,0,12.294185638427734,20.667665481567383,-2.2974116802215576,3.2256782054901123,22.74066033448577,77.33977127075195,267.6754150390625,52.89752578735352,26.829125976562523,1007.17328125,-0.14,0.98928,1.23351,0.28,-1.3064,-21.33
AL212020,2020,9,14,18,19.0,-29.1,0,8.271201133728027,3.231161832809448,-3.711629629135132,3.111412525177002,11.983429099723423,70.51211929321289,268.57330322265625,52.93803787231445,26.769708251953148,1011.441015625,-0.64,-0.65877,1.3726,0.71,0.985,7.95
AL031999,1999,8,20,0,19.8,-94.7,1,2.151536703109741,3.4053540229797363,-0.5167950391769409,-1.3227007389068604,5.42904191531924,81.58299255371094,267.812744140625,52.9404182434082,29.268121337890648,1011.226328125,-1.22,1.22832,1.2748,0.52,0.39,11.91
AL032022,2022,7,1,23,32.4,-80.5,0,12.471287727355955,-3.384795427322388,0.5406090021133423,3.693567991256714,13.87243033972186,82.8709716796875,266.184814453125,52.94141387939453,28.082666015625023,1017.69765625,-0.62,-0.18825,0.77203,0.55,-0.0936,3.04
AL112008,2008,9,26,12,26.0,-68.6,1,3.5724542140960693,8.059117317199707,-4.352981090545654,6.247406482696533,8.129872134044769,72.94771957397461,267.781494140625,52.948612213134766,28.301538085937523,1011.02359375,-0.24,-0.88516,1.81849,0.48,1.0169,11.6
AL042003,2003,7,9,12,15.3,-76.5,1,-0.5776575207710266,5.4729838371276855,-11.128933906555176,-0.0888397246599197,11.927418610146203,71.03168869018555,267.7008361816406,53.00114440917969,27.91597900390628,1011.05359375,0.04,0.19106,1.14541,0.42,0.13,-22.99
AL061999,1999,8,24,18,11.6,-53.9,0,-8.647465705871582,0.877106249332428,0.5664730668067932,3.277827262878418,9.521561273843025,73.05520248413086,267.7985534667969,53.008331298828125,28.561639404296898,1011.055,-1.22,0.84634,1.28977,0.52,0.39,11.91
AL022014,2014,7,21,12,11.4,-41.6,0,-10.435439109802246,-2.3847670555114746,-3.569977283477783,0.7851431369781494,7.561937365329604,79.45634460449219,266.7486267089844,53.03509521484375,26.764764404296898,1016.0734375,-0.03,-0.92581,0.93035,0.48,0.1754,-19.29
AL111998,1998,9,24,12,32.5,-58.1,1,11.062585830688477,-4.682804107666016,2.686680316925049,-1.9662494659423828,8.805422323600544,68.82484817504883,268.1763610839844,53.086463928222656,27.367211914062523,1010.218203125,-1.03,-0.44753,1.31032,0.45,-2.0,-22.12
AL062013,2013,8,26,0,19.2,-95.9,0,-1.3766095638275146,2.578671455383301,-4.21323299407959,1.2683289051055908,3.124648793724399,89.03353118896484,268.34405517578125,53.13432312011719,29.537469482421898,1012.2421875,-0.47,1.21698,1.72462,0.5,0.9702,14.66
AL022008,2008,7,6,6,17.0,-42.3,1,-8.014389038085938,7.254804611206055,-9.620975494384766,0.7951518893241882,6.656442993737619,72.4792709350586,267.72119140625,53.17019271850586,26.057427978515648,1012.46953125,-0.27,0.09839,0.95958,0.51,-1.2741,13.27
AL102009,2009,10,7,6,18.3,-55.7,0,3.4594125747680664,11.007023811340332,-7.497232913970947,6.496539115905762,11.848736327290538,69.29200744628906,267.4672241210937,53.18149948120117,28.681237792968773,1013.90625,0.92,0.19369,0.19376,0.56,-1.0322,-11.69
AL072013,2013,9,10,12,30.1,-64.8,0,6.089370727539063,14.353754997253418,-2.7338688373565674,6.300615787506104,11.945819668449262,76.84152603149414,267.0237731933594,53.23704528808594,28.211755371093773,1017.8046875,0.05,0.00151,0.78387,0.61,0.2406,13.12
AL072001,2001,9,12,0,20.2,-48.4,1,0.0929296910762786,7.833237648010254,-4.669929027557373,6.012414932250977,5.099040942754782,78.45315933227539,267.84423828125,53.26582336425781,27.934838867187523,1009.452578125,-0.19,1.14847,1.17666,0.52,-0.65,-14.29
AL142005,2005,9,3,6,23.0,-52.0,1,-4.243722915649414,5.888270854949951,-4.144036293029785,5.268616199493408,0.627621952100367,62.34566688537598,268.4480895996094,53.30865478515625,28.449548339843773,1010.074765625,-0.12,0.72061,0.83544,0.73,0.63,-27.8
AL061995,1995,8,6,18,21.2,-96.7,0,-3.307560920715332,-0.6103916168212891,-2.1872575283050537,1.055019736289978,2.0071558649287504,81.97870254516602,268.87261962890625,53.31548690795898,29.802545166015648,1009.676328125,-0.57,0.76805,0.84674,0.39,0.69,9.53
AL071999,1999,9,6,0,22.0,-96.7,0,2.768972635269165,-2.33640193939209,-4.418966293334961,4.00588846206665,9.585985269015298,82.65578079223633,268.30047607421875,53.33366394042969,29.463922119140648,1010.695390625,-1.03,-0.22946,0.25067,0.45,0.36,11.18
AL052009,2009,8,27,0,25.9,-71.2,0,-4.222802639007568,6.10190486907959,-6.119951725006104,3.6407723426818848,3.107466486866404,70.96669387817383,267.61480712890625,53.34848785400391,29.049157714843773,1012.426875,0.69,0.20781,0.68096,0.4,-0.1938,-14.45
AL032017,2017,6,21,0,26.2,-90.9,0,6.295376777648926,9.677770614624023,-3.4292855262756348,-0.1175846680998802,13.80282732052236,62.47312355041504,269.37896728515625,53.354618072509766,27.941949462890648,1003.79171875,0.39,-0.31929,0.53483,0.67,0.045,-3.18
AL142010,2010,9,24,0,17.9,-28.0,1,-2.308438777923584,3.0552518367767334,0.7121449112892151,1.4419355392456057,3.424429193225924,64.6656494140625,268.513916015625,53.36767578125,26.861596679687523,1009.586171875,-1.31,0.95426,0.95429,0.67,-0.7948,6.58
AL072023,2023,8,20,12,19.4,-38.3,0,-1.1799722909927368,6.880768775939941,-7.989877223968506,0.1724363267421722,9.559107146858825,69.88954734802246,270.3021850585937,53.39071273803711,27.803247070312523,1007.862109375,1.3,0.34386,0.40171,1.36,-1.164,-9.88
AL011994,1994,7,3,12,29.9,-86.7,0,4.380943298339844,4.095772743225098,0.2122933566570282,7.615006446838379,5.455515392420756,80.79963302612305,267.8741760253906,53.43082046508789,28.49532470703128,1012.8346875,-0.01,-0.10306,0.10336,-0.17,1.31,-28.65
AL122012,2012,9,4,6,24.5,-62.5,1,8.165875434875488,-2.1508867740631104,-1.4793444871902466,8.763211250305176,14.565294471123249,70.99018478393555,267.5599975585937,53.4320182800293,29.160211181640648,1010.421796875,0.44,-0.23282,0.9906,0.81,-0.5861,-26.6
AL092004,2004,9,4,6,8.9,-36.5,1,-4.992553234100342,-3.785400390625,-3.671635866165161,0.348053514957428,4.3393851963714205,76.58134841918945,267.3431091308594,53.43590545654297,28.56514892578128,1009.84265625,0.67,1.47663,1.47733,0.44,0.38,7.29
AL051999,1999,8,25,6,23.0,-71.9,1,3.27518892288208,4.098784923553467,-4.081386089324951,4.61264705657959,7.374499996744663,66.65348434448242,268.088134765625,53.4423828125,29.084527587890648,1011.593359375,-1.22,0.62786,1.23063,0.52,0.39,11.91
AL042016,2016,6,20,12,20.7,-96.1,0,0.4684728384017944,-0.8426730632781982,-6.331449031829834,3.408764839172364,8.019579894211892,88.8382682800293,267.7723388671875,53.44330596923828,28.95699462890628,1015.164296875,0.02,1.11465,1.66586,0.66,-0.4325,3.86
AL022005,2005,6,28,22,19.9,-95.7,0,-4.362081050872803,2.1319122314453125,-2.5520055294036865,-0.2165994197130203,2.965110515486418,83.41852951049805,268.71563720703125,53.446998596191406,28.88131103515628,1010.148515625,0.2,-0.61069,0.62013,0.59,-0.05,-20.59
AL062007,2007,9,1,6,12.1,-61.1,1,-5.607037544250488,1.1095882654190063,-6.734719753265381,2.8958117961883545,2.1124066053681108,74.20501327514648,267.1083374023437,53.4639892578125,27.2563415527344,1012.76546875,-0.86,1.23167,1.23225,0.39,0.7213,-28.13
AL022001,2001,7,11,18,10.9,-42.1,0,-6.851861000061035,2.489691257476806,-7.153969764709473,1.3636772632598877,1.1658375619483807,74.98626708984375,267.8260498046875,53.4660758972168,26.537011718750023,1013.49515625,-0.11,0.26507,1.29433,0.3,-0.25,-24.45
AL092002,2002,9,14,0,28.0,-89.2,0,6.273294448852539,3.2825965881347656,-0.0739992186427116,4.893892765045166,6.5486191117785575,69.88027954101562,268.5981140136719,53.53087615966797,29.072381591796898,1008.966796875,0.85,-0.454,0.49327,0.26,-0.7,8.9
AL032004,2004,8,10,18,14.9,-69.8,1,-11.483729362487791,1.657412052154541,-9.604126930236816,5.026604175567627,3.858025514144841,69.15511322021484,267.2135925292969,53.53179931640625,28.207574462890648,1011.93125,0.61,-1.16218,1.16521,0.46,-0.48,8.74
AL081996,1996,9,8,6,16.1,-62.0,1,1.1503074169158936,0.6004151105880737,-4.275047779083252,2.427409648895264,5.724717289592494,67.49504089355469,268.0592041015625,53.544219970703125,28.307519531250023,1006.217421875,-0.35,-1.3135,1.47776,0.1,-0.86,-26.02
AL031995,1995,7,17,0,27.2,-69.4,0,-1.4608591794967651,12.928289413452148,-4.066559791564941,4.321864128112793,8.9922317514542,72.99464797973633,268.46441650390625,53.580963134765625,27.990899658203148,1011.121328125,-0.21,-0.2935,0.31026,0.45,-0.22,11.74
AL201995,1995,10,22,18,21.5,-58.5,0,8.045392036437988,7.212709426879883,-3.341192960739136,1.324800729751587,12.818805978860052,75.68362045288086,267.6400451660156,53.58281326293945,27.659509277343773,1009.92296875,-0.94,0.39097,0.43812,0.28,0.19,3.43
AL162019,2019,10,18,12,25.2,-91.2,0,15.68391227722168,1.1454521417617798,3.3378660678863525,3.7591569423675537,12.619679464540804,68.31414794921875,268.1552124023437,53.65192031860352,29.09273681640628,1006.352421875,0.52,0.95935,1.26044,0.66,-1.4134,7.27
AL172020,2020,9,12,0,25.4,-54.3,1,-1.825303077697754,16.241790771484375,-7.456135272979736,0.7125070095062256,16.51862359191777,73.50775527954102,268.0220947265625,53.67378616333008,28.231042480468773,1007.7453125,-0.64,-0.29104,1.13269,0.71,0.985,7.95
AL022013,2013,6,19,18,19.6,-94.8,0,1.6868828535079956,7.21052360534668,-4.9914870262146,2.0135838985443115,8.462198683942907,85.88624572753906,268.7268371582031,53.724857330322266,28.839685058593773,1011.276640625,-0.34,-1.19119,1.24725,0.33,0.5208,13.38
AL042009,2009,8,16,18,29.1,-85.1,0,3.679511785507202,5.276529788970947,-3.426128625869751,6.08731746673584,7.151748199860551,79.5218620300293,266.9351501464844,53.76233673095703,30.693292236328148,1017.972421875,0.69,2.30469,2.32629,0.4,-0.1938,-14.45
AL082002,2002,9,10,12,33.7,-75.4,1,2.7807962894439697,5.226232528686523,0.8808683156967163,3.0749728679656982,2.8701296892774764,72.75728988647461,267.7427673339844,53.82743453979492,28.03804931640628,1004.565078125,0.85,-0.14713,0.14865,0.26,-0.7,8.9
AL062020,2020,7,10,12,37.7,-74.7,0,5.314384460449219,7.63723611831665,-0.9516494274139404,2.737366199493408,7.954363953531319,75.76212310791016,267.7076110839844,53.84648132324219,25.670037841796898,1010.967890625,-0.14,0.69366,0.69965,0.84,-1.2262,0.34
AL202021,2021,10,1,12,11.4,-33.0,0,-7.212747573852539,5.690503120422363,-8.778969764709473,1.670867919921875,4.313991086712546,76.09711837768555,268.2156066894531,53.855350494384766,28.15108642578128,1011.0815625,-0.77,-0.20584,0.21764,0.96,-2.2899,-19.14
AL011991,1991,7,4,6,37.1,-67.8,0,20.031309127807617,3.9561750888824463,10.853504180908203,5.597188472747803,9.32335929637792,75.50647735595703,267.4395751953125,53.867774963378906,24.050897216796898,1012.093125,0.47,0.7942,0.963,-0.09,-0.49,-10.36
AL032013,2013,7,9,12,13.9,-60.3,0,-2.2504358291625977,-3.3649463653564453,-11.436050415039062,4.094424247741699,11.832908571598898,75.95141220092773,266.5434875488281,53.87891387939453,27.860986328125023,1015.463046875,-0.26,0.99787,1.00026,0.53,0.6722,14.27
AL121994,1994,11,16,18,27.1,-81.4,1,8.553237915039062,2.712158441543579,2.4220292568206787,4.144242286682129,6.296235680954048,74.94614791870117,268.5683288574219,54.0024642944336,25.728784179687523,1003.25859375,0.91,1.25024,1.26044,0.18,0.64,-0.3
AL052000,2000,8,14,18,23.9,-96.3,0,0.3091067373752594,-4.1285929679870605,-1.688740372657776,3.2149696350097656,7.610473361046662,78.28907775878906,267.4336853027344,54.020450592041016,29.449609375000023,1013.04203125,-0.51,-0.00239,1.26798,0.22,-0.29,-15.31
AL021991,1991,7,6,12,23.3,-97.0,0,-2.032073736190796,-3.63242506980896,-1.431385517120361,5.277202129364014,8.929853479468342,78.54071044921875,267.8654479980469,54.0229377746582,28.683435058593773,1011.29734375,0.47,0.59429,0.87456,-0.09,-0.49,-10.36
AL102013,2013,9,13,18,19.1,-95.3,1,7.010356426239014,5.137836933135986,-1.5055419206619265,1.2708269357681274,9.352769160761596,89.59138870239258,268.7425537109375,54.04018783569336,29.330865478515648,1007.143203125,0.05,-0.36308,0.94228,0.61,0.2406,13.12
AL092007,2007,9,12,6,27.3,-95.0,1,1.318462371826172,-0.8075502514839172,-2.5207018852233887,1.2393079996109009,4.350725329491835,70.10464859008789,267.37646484375,54.088138580322266,29.617700195312523,1013.642734375,-0.86,-0.78729,0.99301,0.39,0.7213,-28.13
AL132017,2017,9,5,18,22.4,-97.0,1,7.418793201446533,0.769944429397583,-1.8039851188659668,1.2742388248443604,9.236555244402822,86.74639129638672,268.34393310546875,54.09164810180664,29.702722167968773,1014.005703125,-0.32,0.93519,0.93538,0.77,-0.6127,-15.28
AL122000,2000,9,21,18,27.1,-87.1,0,8.558263778686523,0.0662956088781356,-1.7584091424942017,7.278200626373291,12.587506271855258,63.875349044799805,267.3475036621094,54.11028289794922,29.106256103515648,1012.2403125,-0.52,2.27945,2.32791,0.25,-0.21,-15.52
AL122001,2001,10,7,12,11.7,-57.7,0,-1.3930267095565796,-0.2140881866216659,-4.9075236320495605,3.172593116760254,4.880706800135539,80.07438278198242,267.7298889160156,54.12654495239258,28.5566345214844,1012.019140625,-0.25,-1.82351,1.97177,0.47,-0.24,-10.81
AL081994,1994,9,24,18,16.3,-85.1,0,-2.12784481048584,1.009523868560791,-4.845519542694092,2.523832321166992,3.1110908118725464,81.9852523803711,267.9989929199219,54.14780044555664,28.590905761718773,1011.030625,0.28,0.17505,1.27874,-0.18,-1.32,-19.07
AL142012,2012,9,13,18,23.2,-52.6,1,-0.3094862401485443,10.178929328918455,-6.520841598510742,8.978952407836914,6.326205813833686,72.91738891601562,268.050048828125,54.22738265991211,28.804071044921898,1010.186015625,0.44,-0.80507,0.81413,0.81,-0.5861,-26.6
AL052004,2004,8,15,6,11.5,-58.3,0,-7.556759357452393,4.658174514770508,-10.738032341003418,3.097761392593384,3.54335813991956,77.75915908813477,266.93133544921875,54.28497314453125,28.646661376953148,1013.948828125,0.61,-0.92158,1.03154,0.46,-0.48,8.74
AL202003,2003,12,6,6,15.9,-72.5,0,5.224157333374023,5.630810737609863,-6.028085231781006,4.35344123840332,11.324514805614845,80.48751831054688,267.8550109863281,54.30995178222656,28.17159423828128,1007.594140625,0.34,0.42142,0.85568,0.53,0.64,-11.38
AL162021,2021,9,19,18,17.9,-57.0,0,-3.8201889991760254,13.201178550720217,-6.284284591674805,5.350848197937012,8.227967776845091,67.20175552368164,268.5491638183594,54.36652374267578,28.886285400390648,1010.49765625,-0.27,-0.4878,0.5006,0.83,-0.2137,-16.56
AL132007,2007,9,27,0,21.2,-94.7,1,1.5253994464874268,-2.026729345321656,-0.1048986315727233,-2.171079397201538,1.6366761319223615,75.81266403198242,268.8637084960937,54.39563751220703,29.152459716796898,1010.63015625,-0.86,-1.52735,1.53783,0.39,0.7213,-28.13
AL102003,2003,8,29,0,15.2,-40.1,1,-7.927903175354004,0.8093503713607788,-4.272738456726074,-1.0595813989639282,4.105257005649151,70.54715347290039,266.63189697265625,54.423439025878906,27.5937438964844,1012.662109375,0.04,-0.30435,0.30479,0.62,-0.07,-24.64
AL192010,2010,10,23,6,15.8,-82.6,1,-3.073432922363281,1.519407033920288,-4.438290596008301,-0.3120997548103332,2.284130816410052,70.23223114013672,267.04864501953125,54.43136978149414,28.635278320312523,1010.538203125,-1.41,-0.52441,0.55639,0.6,-0.9283,10.83
AL042010,2010,8,5,21,25.0,-66.1,0,4.050226211547852,6.601021766662598,-4.366516590118408,7.293704509735107,8.445197971152083,66.48797607421875,268.53448486328125,54.43870162963867,28.768609619140648,1014.16078125,-1.21,-0.84709,0.84764,0.91,-1.2227,1.45
AL062003,2003,7,19,18,12.3,-43.5,0,-12.05648136138916,0.8559509515762329,-5.200252532958984,0.0304734371602535,6.905743035662665,81.6663932800293,267.4622802734375,54.453125,26.790063476562523,1015.339296875,0.04,-0.94751,1.18999,0.42,0.13,-22.99
AL162020,2020,9,2,6,17.0,-81.9,1,-7.595669746398926,-7.242809295654297,-7.912085056304932,-1.4026851654052734,5.848689469022939,67.07880401611328,268.0094909667969,54.501461029052734,29.535516357421898,1011.506015625,-0.64,1.51267,1.51986,0.71,0.985,7.95
AL072010,2010,8,28,12,16.2,-51.0,1,-5.692425727844238,-5.629364967346191,-7.086954593658447,3.454314947128296,9.19010073645639,63.69148063659668,267.92529296875,54.56681823730469,28.955102539062523,1009.715546875,-1.21,-0.33038,0.86439,0.91,-1.2227,1.45
AL151995,1995,9,13,0,11.8,-52.7,1,-9.809381484985352,-3.320628881454468,-6.150514125823975,-2.549241065979004,3.739297997458956,73.17385864257812,267.5440368652344,54.58375549316406,28.853295898437523,1011.503203125,-0.66,-0.62594,0.75673,0.19,0.31,6.98
AL062023,2023,9,3,0,28.6,-53.5,0,-8.734851837158203,-8.10326862335205,3.550306558609009,3.287993669509888,16.753685368714187,67.9696044921875,268.4921264648437,54.62266159057617,28.944421386718773,1011.52828125,1.53,0.35066,0.69718,1.42,-0.4408,-13.58
AL222020,2020,9,20,18,27.5,-93.6,0,4.094353199005127,3.727731943130493,-3.844745635986328,-0.3485628664493561,8.924431056732429,67.72900772094727,268.37921142578125,54.6587142944336,29.334558105468773,1011.197734375,-0.64,-0.85936,1.14369,0.71,0.985,7.95
AL062002,2002,9,6,12,27.7,-94.5,0,4.125692844390869,11.288641929626465,-3.132138252258301,1.0354149341583252,12.56203709786292,73.82583236694336,268.353759765625,54.705474853515625,29.441552734375023,1008.1640625,0.85,0.11194,0.16312,0.26,-0.7,8.9
AL071994,1994,9,23,0,13.1,-30.4,0,1.382125735282898,6.166998386383057,1.140625,3.278908491134644,2.898169396046092,77.67060089111328,268.01983642578125,54.70664978027344,27.291589355468773,1013.1625,0.28,-0.04819,1.35123,-0.18,-1.32,-19.07
AL062022,2022,9,5,18,22.0,-65.2,1,4.626193523406982,6.00529670715332,-2.615339517593384,0.6980562210083008,8.978117974368393,71.77312088012695,268.31597900390625,54.7120361328125,28.8503356933594,1012.040546875,-0.93,0.0765,0.61933,0.99,-1.6105,9.8
AL032021,2021,6,18,18,27.2,-91.1,0,0.91424959897995,11.863874435424805,-2.3166379928588867,6.290932655334473,6.441763323452248,72.96239852905273,268.0494689941406,54.737979888916016,28.777612304687523,1011.72828125,-0.04,0.08897,0.78558,0.59,0.7655,-6.93
AL061996,1996,8,28,0,14.6,-47.5,1,-9.977962493896484,-2.8232510089874268,-3.2645480632781982,3.135453462600708,8.976418678791575,78.06305694580078,267.9435119628906,54.73965072631836,27.015435791015648,1012.352421875,-0.31,0.59662,1.10433,0.09,1.02,-25.85
AL152000,2000,9,29,12,16.9,-84.0,1,3.2848784923553467,-0.3819816410541534,-3.128509283065796,1.98352575302124,6.835727319703933,80.61515045166016,267.61248779296875,54.76753234863281,29.210839843750023,1008.045859375,-0.52,1.07978,1.49717,0.25,-0.21,-15.52
AL142000,2000,9,26,12,11.6,-34.1,1,-7.153428077697754,-0.5660896897315979,-5.576045036315918,0.5485538244247437,1.931467686214245,84.8236198425293,266.9814147949219,54.78604507446289,27.822137451171898,1015.79234375,-0.52,1.39386,1.56273,0.25,-0.21,-15.52
AL042011,2011,7,29,0,24.6,-91.9,0,-5.135135650634766,-1.8754016160964968,-4.049341678619385,3.206620693206787,5.1967200522946415,61.7184944152832,268.9848022460937,54.78886413574219,29.6892028808594,1011.722109375,-0.19,-0.60923,0.6137,0.38,-1.5122,0.44
AL082003,2003,8,15,12,26.1,-90.5,1,-10.897053718566896,-5.795019626617432,-8.046586990356445,-0.6475251317024231,5.884034342508132,65.58622360229492,267.9604187011719,54.79132461547852,29.611840820312523,1015.745625,0.04,0.44816,0.46687,0.62,-0.07,-24.64
AL112019,2019,9,17,17,28.9,-95.4,0,0.6755712628364563,1.9863629341125488,-1.439693570137024,4.731553077697754,3.465604454933033,74.8564338684082,268.22808837890625,54.79801177978516,29.683251953125023,1014.137109375,-0.01,0.26817,0.8543,0.69,-0.1641,8.25
